../00_data/pics/20170708/2017070810/20170708100003.jpg,114,195,433,471,0.9362498898581373
../00_data/pics/20170708/2017070810/20170708100004.jpg,120,203,437,464,0.9172687539024172
../00_data/pics/20170708/2017070810/20170708100006.jpg,716,20,797,100,0.4603097302035648
../00_data/pics/20170708/2017070810/20170708100007.jpg,113,197,430,473,0.40612753829711434
../00_data/pics/20170708/2017070810/20170708100009.jpg,113,198,432,470,0.9794882209585702
../00_data/pics/20170708/2017070810/20170708100011.jpg,113,202,436,472,0.9662790175564636
../00_data/pics/20170708/2017070810/20170708100012.jpg,120,200,429,468,0.9360580837781598
../00_data/pics/20170708/2017070810/20170708100014.jpg,122,199,432,472,0.9661815467860808
../00_data/pics/20170708/2017070810/20170708100016.jpg,117,201,434,472,0.9710048440046833
../00_data/pics/20170708/2017070810/20170708100017.jpg,115,202,429,471,0.9709775265407418
../00_data/pics/20170708/2017070810/20170708100019.jpg,105,201,432,470,0.9534177215189873
../00_data/pics/20170708/2017070810/20170708100021.jpg,106,193,423,470,0.9424394099051633
../00_data/pics/20170708/2017070810/20170708100022.jpg,109,186,312,522,0.5646356033452807
../00_data/pics/20170708/2017070810/20170708100024.jpg,107,189,302,512,0.9057582569600553
../00_data/pics/20170708/2017070810/20170708100026.jpg,101,197,310,509,0.9036914827799546
../00_data/pics/20170708/2017070810/20170708100027.jpg,100,197,304,489,0.9053208730290959
../00_data/pics/20170708/2017070810/20170708100029.jpg,104,191,300,502,0.9046044383149449
../00_data/pics/20170708/2017070810/20170708100031.jpg,103,190,302,505,0.9725316455696202
../00_data/pics/20170708/2017070810/20170708100032.jpg,100,195,306,503,0.9454890381408442
../00_data/pics/20170708/2017070810/20170708100034.jpg,104,194,300,500,0.9395573566084788
../00_data/pics/20170708/2017070810/20170708100035.jpg,91,203,313,578,0.685649548592051
../00_data/pics/20170708/2017070810/20170708100037.jpg,104,209,305,574,0.8817383837420093
../00_data/pics/20170708/2017070810/20170708100038.jpg,105,209,305,570,0.984174646972894
../00_data/pics/20170708/2017070810/20170708100040.jpg,103,200,310,581,0.9157521143777688
../00_data/pics/20170708/2017070810/20170708100042.jpg,103,206,308,572,0.9514951671365284
../00_data/pics/20170708/2017070810/20170708100043.jpg,96,195,309,504,0.7665903320555584
../00_data/pics/20170708/2017070810/20170708100045.jpg,93,205,293,386,0.5387674550728104
../00_data/pics/20170708/2017070810/20170708100047.jpg,93,205,293,386
../00_data/pics/20170708/2017070810/20170708100048.jpg,98,199,293,391,0.9208529092880375
../00_data/pics/20170708/2017070810/20170708100050.jpg,99,202,286,386,0.9194247647245427
../00_data/pics/20170708/2017070810/20170708100051.jpg,98,203,310,502,0.539757832979653
../00_data/pics/20170708/2017070810/20170708100053.jpg,101,199,311,477,0.8882019102108615
../00_data/pics/20170708/2017070810/20170708100055.jpg,103,203,319,484,0.9183070237106155
../00_data/pics/20170708/2017070810/20170708100056.jpg,103,199,363,506,0.7612330198537095
../00_data/pics/20170708/2017070810/20170708100058.jpg,88,200,364,491,0.8959793087232542
../00_data/pics/20170708/2017070810/20170708100100.jpg,93,195,366,502,0.9251269626799609
../00_data/pics/20170708/2017070810/20170708100102.jpg,92,192,374,526,0.8901640208849744
../00_data/pics/20170708/2017070810/20170708100103.jpg,96,189,329,526,0.8207775346309695
../00_data/pics/20170708/2017070810/20170708100106.jpg,104,200,304,588,0.7179041876925093
../00_data/pics/20170708/2017070810/20170708100108.jpg,115,203,327,578,0.8226907884887779
../00_data/pics/20170708/2017070810/20170708100110.jpg,106,193,356,526,0.7271309661784848
../00_data/pics/20170708/2017070810/20170708100111.jpg,105,192,326,513,0.8407622930419427
../00_data/pics/20170708/2017070810/20170708100113.jpg,111,197,319,482,0.8361871187958144
../00_data/pics/20170708/2017070810/20170708100114.jpg,121,182,405,592,0.4743030959623318
../00_data/pics/20170708/2017070810/20170708100116.jpg,115,149,405,556,0.8285654479486464
../00_data/pics/20170708/2017070810/20170708100117.jpg,108,189,337,568,0.6614650502966211
../00_data/pics/20170708/2017070810/20170708100118.jpg,115,196,349,560,0.8868489867073437
../00_data/pics/20170708/2017070810/20170708100119.jpg,112,188,334,563,0.8989845840377059
../00_data/pics/20170708/2017070810/20170708100120.jpg,116,189,348,566,0.9145628473111573
../00_data/pics/20170708/2017070810/20170708100121.jpg,115,195,316,498,0.6913937857837923
../00_data/pics/20170708/2017070810/20170708100122.jpg,111,196,324,504,0.9227777107707152
../00_data/pics/20170708/2017070810/20170708100123.jpg,116,191,320,501,0.9341633035993507
../00_data/pics/20170708/2017070810/20170708100124.jpg,114,196,323,493,0.9363169591539582
../00_data/pics/20170708/2017070810/20170708100125.jpg,110,200,331,478,0.8886967601019293
../00_data/pics/20170708/2017070810/20170708100126.jpg,120,198,336,484,0.9090042877560743
../00_data/pics/20170708/2017070810/20170708100127.jpg,114,194,326,512,0.8389087366027931
../00_data/pics/20170708/2017070810/20170708100128.jpg,110,194,327,506,0.959100586949016
../00_data/pics/20170708/2017070810/20170708100129.jpg,115,193,327,498,0.9491285227986618
../00_data/pics/20170708/2017070810/20170708100130.jpg,718,6,799,102,0.9229070256626
../00_data/pics/20170708/2017070810/20170708100131.jpg,116,195,334,505,0.8630563107747324
../00_data/pics/20170708/2017070810/20170708100132.jpg,118,195,320,498,0.9060770235945323
../00_data/pics/20170708/2017070810/20170708100133.jpg,117,197,318,490,0.9530368028900429
../00_data/pics/20170708/2017070810/20170708100134.jpg,114,199,319,489,0.9707689258818867
../00_data/pics/20170708/2017070810/20170708100135.jpg,122,198,329,483,0.8956574185765983
../00_data/pics/20170708/2017070810/20170708100136.jpg,109,193,340,507,0.8140120415982485
../00_data/pics/20170708/2017070810/20170708100137.jpg,117,195,342,499,0.9271271542950197
../00_data/pics/20170708/2017070810/20170708100138.jpg,117,200,321,478,0.8297548237342232
../00_data/pics/20170708/2017070810/20170708100139.jpg,115,192,336,503,0.8257536382536382
../00_data/pics/20170708/2017070810/20170708100140.jpg,121,199,332,492,0.8998613998613999
../00_data/pics/20170708/2017070810/20170708100141.jpg,122,194,331,497,0.9582790091264668
../00_data/pics/20170708/2017070810/20170708100142.jpg,117,196,329,490,0.9394472938834877
../00_data/pics/20170708/2017070810/20170708100143.jpg,118,199,320,482,0.9175141242937853
../00_data/pics/20170708/2017070810/20170708100144.jpg,116,199,326,484,0.9553574387697611
../00_data/pics/20170708/2017070810/20170708100145.jpg,115,198,326,484,0.991815133784761
../00_data/pics/20170708/2017070810/20170708100146.jpg,121,197,332,484,0.9417630380069452
../00_data/pics/20170708/2017070810/20170708100147.jpg,115,198,344,474,0.8891917264770903
../00_data/pics/20170708/2017070810/20170708100148.jpg,119,199,333,477,0.9220728770103334
../00_data/pics/20170708/2017070810/20170708100149.jpg,118,202,329,499,0.8969734308817867
../00_data/pics/20170708/2017070810/20170708100150.jpg,111,189,315,523,0.8099715842793801
../00_data/pics/20170708/2017070810/20170708100151.jpg,113,201,322,488,0.8270359734619683
../00_data/pics/20170708/2017070810/20170708100152.jpg,117,200,309,588,0.695034574168782
../00_data/pics/20170708/2017070810/20170708100153.jpg,110,185,305,595,0.8953746102883866
../00_data/pics/20170708/2017070810/20170708100154.jpg,101,188,286,524,0.7135986792520547
../00_data/pics/20170708/2017070810/20170708100155.jpg,104,190,278,582,0.8049346441124781
../00_data/pics/20170708/2017070810/20170708100156.jpg,101,203,289,571,0.8733314399318376
../00_data/pics/20170708/2017070810/20170708100157.jpg,107,168,283,599,0.8074098798397864
../00_data/pics/20170708/2017070810/20170708100158.jpg,103,186,291,585,0.8712344949793266
../00_data/pics/20170708/2017070810/20170708100159.jpg,77,209,262,566,0.6746125217882885
../00_data/pics/20170708/2017070810/20170708100200.jpg,73,202,267,575,0.9130399012751954
../00_data/pics/20170708/2017070810/20170708100201.jpg,97,193,287,587,0.7575603226685304
../00_data/pics/20170708/2017070810/20170708100202.jpg,101,184,285,582,0.9356763065750227
../00_data/pics/20170708/2017070810/20170708100203.jpg,90,190,263,524,0.7045806451612904
../00_data/pics/20170708/2017070810/20170708100204.jpg,91,190,263,507,0.943798250128667
../00_data/pics/20170708/2017070810/20170708100205.jpg,108,182,271,516,0.8220594571305472
../00_data/pics/20170708/2017070810/20170708100206.jpg,101,185,278,504,0.8832043083136991
../00_data/pics/20170708/2017070810/20170708100207.jpg,103,181,278,511,0.9562618853572399
../00_data/pics/20170708/2017070810/20170708100208.jpg,104,183,278,511,0.988310216973359
../00_data/pics/20170708/2017070810/20170708100209.jpg,85,193,269,503,0.8132127780228089
